Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Zip Code
30055,659,9/21/2013 19:36,Townsend at 7th,65,9/21/2013 19:47,2nd at South Park,64,437,Subscriber,94107
30056,406,9/21/2013 19:37,Powell Street BART,39,9/21/2013 19:43,San Francisco Caltrain (Townsend at 4th),70,378,Subscriber,94109
30057,613,9/21/2013 19:37,Townsend at 7th,65,9/21/2013 19:47,2nd at South Park,64,202,Subscriber,94107
30058,297,9/21/2013 19:39,5th at Howard,57,9/21/2013 19:44,Market at 4th,76,633,Subscriber,94103
30059,431,9/21/2013 19:40,Washington at Kearney,46,9/21/2013 19:47,Market at Sansome,77,522,Subscriber,94133
30061,1223,9/21/2013 19:48,Howard at 2nd,63,9/21/2013 20:08,Grant Avenue at Columbus Avenue,73,420,Customer,94062
30062,1383,9/21/2013 19:48,Howard at 2nd,63,9/21/2013 20:11,Grant Avenue at Columbus Avenue,73,356,Customer,94062
30063,1059,9/21/2013 19:51,Howard at 2nd,63,9/21/2013 20:08,Grant Avenue at Columbus Avenue,73,577,Customer,94061
30065,1247,9/21/2013 19:51,Howard at 2nd,63,9/21/2013 20:12,Grant Avenue at Columbus Avenue,73,447,Customer,94061
30067,356,9/21/2013 19:53,Beale at Market,56,9/21/2013 19:59,Spear at Folsom,49,279,Subscriber,94041
30070,1188,9/21/2013 19:56,Market at 4th,76,9/21/2013 20:15,Clay at Battery,41,606,Customer,89436
30071,1153,9/21/2013 19:56,Market at 4th,76,9/21/2013 20:15,Clay at Battery,41,569,Customer,89436
30072,697,9/21/2013 19:57,Howard at 2nd,63,9/21/2013 20:08,Grant Avenue at Columbus Avenue,73,539,Customer,94105
30075,1531,9/21/2013 20:00,MLK Library,11,9/21/2013 20:25,San Pedro Square,6,686,Customer,94513
30076,1541,9/21/2013 19:59,MLK Library,11,9/21/2013 20:25,San Pedro Square,6,200,Customer,94513
30077,351,9/21/2013 20:01,Post at Kearney,47,9/21/2013 20:06,Clay at Battery,41,379,Subscriber,94107
30078,1235,9/21/2013 20:05,MLK Library,11,9/21/2013 20:26,San Pedro Square,6,660,Customer,95109
30079,1208,9/21/2013 20:05,MLK Library,11,9/21/2013 20:26,San Pedro Square,6,23,Customer,95109
30080,999,9/21/2013 20:09,MLK Library,11,9/21/2013 20:26,San Pedro Square,6,86,Customer,94062
30081,970,9/21/2013 20:09,MLK Library,11,9/21/2013 20:26,San Pedro Square,6,671,Customer,94062
30082,726,9/21/2013 20:10,Grant Avenue at Columbus Avenue,73,9/21/2013 20:23,Howard at 2nd,63,520,Customer,94062
30084,1198,9/21/2013 20:11,MLK Library,11,9/21/2013 20:31,St James Park,13,662,Customer,94062
30085,659,9/21/2013 20:12,Grant Avenue at Columbus Avenue,73,9/21/2013 20:23,Howard at 2nd,63,539,Customer,94062
30086,1148,9/21/2013 20:12,MLK Library,11,9/21/2013 20:31,St James Park,13,645,Customer,94062
30087,952,9/21/2013 20:15,MLK Library,11,9/21/2013 20:31,St James Park,13,55,Customer,95127
30088,925,9/21/2013 20:16,MLK Library,11,9/21/2013 20:31,St James Park,13,69,Customer,95127
30089,815,9/21/2013 20:23,Steuart at Market,74,9/21/2013 20:37,San Francisco Caltrain 2 (330 Townsend),69,364,Subscriber,94107
30090,306,9/21/2013 20:23,2nd at Folsom,62,9/21/2013 20:29,Embarcadero at Bryant,54,558,Subscriber,94105
30095,1321,9/21/2013 20:26,Grant Avenue at Columbus Avenue,73,9/21/2013 20:48,2nd at Townsend,61,356,Customer,11373
30096,647,9/21/2013 20:29,South Van Ness at Market,66,9/21/2013 20:40,Market at 4th,76,393,Subscriber,94102
30097,669,9/21/2013 20:30,Embarcadero at Sansome,60,9/21/2013 20:41,Steuart at Market,74,570,Customer,77003
30099,689,9/21/2013 20:30,Embarcadero at Sansome,60,9/21/2013 20:41,Steuart at Market,74,344,Customer,77003
30100,422,9/21/2013 20:33,Market at 10th,67,9/21/2013 20:40,Market at 4th,76,629,Customer,94122
30105,834,9/21/2013 20:39,San Francisco Caltrain 2 (330 Townsend),69,9/21/2013 20:53,South Van Ness at Market,66,479,Subscriber,94103
30106,831,9/21/2013 20:39,San Francisco Caltrain 2 (330 Townsend),69,9/21/2013 20:53,South Van Ness at Market,66,312,Subscriber,94103
30107,211,9/21/2013 20:40,San Francisco Caltrain (Townsend at 4th),70,9/21/2013 20:44,2nd at Townsend,61,362,Subscriber,94107
30108,504,9/21/2013 20:47,Civic Center BART (7th at Market),72,9/21/2013 20:56,Townsend at 7th,65,554,Subscriber,95110
30109,1281,9/21/2013 20:48,San Francisco Caltrain (Townsend at 4th),70,9/21/2013 21:09,Embarcadero at Bryant,54,462,Subscriber,94158
30110,1291,9/21/2013 20:48,San Francisco Caltrain (Townsend at 4th),70,9/21/2013 21:09,Embarcadero at Bryant,54,433,Subscriber,94158
30111,364,9/21/2013 20:49,Clay at Battery,41,9/21/2013 20:55,Temporary Transbay Terminal (Howard at Beale),55,514,Subscriber,94107
30123,787,9/21/2013 20:59,2nd at South Park,64,9/21/2013 21:12,Powell at Post (Union Square),71,556,Customer,94108
30124,1355,9/21/2013 21:07,Embarcadero at Folsom,51,9/21/2013 21:30,Steuart at Market,74,269,Customer,94705
