Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
12/23/2013,60,50,41,46,39,37,87,72,42,30.4,30.34,30.3,10,9,7,6,1,,0,0,,323,94063
12/24/2013,66,54,41,48,39,36,87,72,45,30.35,30.31,30.21,10,9,6,6,0,,0,1,,80,94063
12/25/2013,64,52,39,45,38,36,87,71,40,30.3,30.25,30.21,10,10,10,6,1,,0,0,,195,94063
12/26/2013,64,52,39,45,38,36,87,74,42,30.27,30.23,30.17,10,9,6,5,1,,0,0,,260,94063
12/27/2013,57,48,39,48,39,36,87,78,58,30.25,30.2,30.13,10,9,5,6,0,,0,1,,342,94063
12/28/2013,64,50,37,48,36,27,93,75,24,30.16,30.11,30.04,10,9,6,7,0,,0,0,,14,94063
12/29/2013,64,52,41,34,28,14,70,49,15,30.19,30.13,30.1,10,10,10,7,2,,0,0,,207,94063
12/30/2013,57,48,39,45,35,30,76,67,44,30.27,30.22,30.18,10,10,7,6,1,,0,1,,63,94063
12/31/2013,57,48,39,48,40,36,100,85,51,30.29,30.23,30.17,10,7,0,7,0,,0,3,Fog,29,94063
1/1/2014,55,47,39,45,38,36,93,82,58,30.23,30.18,30.14,10,8,4,6,0,,0,1,,54,94063
1/2/2014,60,50,41,46,38,36,87,72,42,30.19,30.13,30.06,10,10,7,6,0,,0,1,,20,94063
1/3/2014,55,48,42,46,39,36,81,72,54,30.09,30.03,29.97,10,10,9,8,1,,0,1,,359,94063
1/4/2014,62,52,41,48,39,27,100,76,38,30.09,30.03,29.99,10,8,0,6,2,,0,1,Fog,264,94063
1/5/2014,62,50,39,39,29,23,81,52,32,30.22,30.15,30.09,10,10,10,4,0,,0,0,,325,94063
1/6/2014,57,49,41,46,37,32,87,68,48,30.29,30.22,30.18,10,10,7,6,1,,0,2,,238,94063
1/7/2014,59,52,46,52,44,39,88,76,55,30.22,30.19,30.14,10,9,5,9,3,,0,3,,308,94063
1/8/2014,57,52,46,52,48,45,100,87,72,30.24,30.21,30.17,10,9,2,10,4,,0,6,,296,94063
1/9/2014,59,52,46,50,45,39,94,83,58,30.27,30.23,30.21,10,9,5,18,3,23.0,0,4,,245,94063
1/10/2014,59,52,44,50,44,39,94,82,63,30.32,30.25,30.19,10,10,7,7,2,,0,2,,342,94063
1/11/2014,57,50,44,50,45,41,93,86,72,30.3,30.24,30.18,10,9,6,8,2,,0,4,,269,94063
1/12/2014,59,50,41,46,41,36,100,78,44,30.4,30.33,30.28,10,10,9,12,4,,0,2,,271,94063
1/13/2014,66,54,41,46,35,32,81,57,30,30.47,30.4,30.35,10,10,10,9,2,,0,0,,205,94063
1/14/2014,69,55,41,45,33,27,81,54,20,30.46,30.39,30.33,10,10,10,13,2,,0,0,,222,94063
1/15/2014,69,56,44,41,33,28,71,52,25,30.36,30.28,30.21,10,10,10,6,2,,0,0,,197,94063
1/16/2014,69,56,42,41,34,30,71,55,25,30.25,30.19,30.13,10,10,9,5,1,,0,0,,152,94063
1/17/2014,62,52,42,46,36,32,71,60,45,30.2,30.15,30.12,10,9,6,7,1,,0,0,,344,94063
1/18/2014,62,52,41,46,37,32,87,67,48,30.18,30.12,30.07,10,8,6,7,0,,0,0,,44,94063
1/19/2014,66,52,39,43,34,32,76,61,32,30.15,30.1,30.07,10,9,6,7,0,,0,0,,333,94063
1/20/2014,64,52,41,48,36,34,81,66,39,30.24,30.17,30.12,10,8,6,6,1,,0,0,,350,94063
1/21/2014,66,54,41,41,34,30,76,60,26,30.28,30.22,30.17,10,10,10,5,0,,0,1,,24,94063
1/22/2014,64,52,41,46,36,30,82,64,45,30.18,30.07,29.94,10,10,10,7,1,,0,0,,321,94063
1/23/2014,66,54,42,43,36,28,82,60,24,30.02,29.94,29.89,10,10,7,7,1,,0,1,,264,94063
1/24/2014,60,50,41,46,40,36,87,73,55,30.25,30.12,30.02,8,6,4,4,0,,0,3,,59,94063
1/25/2014,66,56,46,46,41,37,81,55,35,30.26,30.19,30.13,10,8,5,7,1,,0,2,,41,94063
1/26/2014,68,58,48,50,44,34,88,63,28,30.14,30.09,30.04,10,10,10,6,4,,0,4,,16,94063
1/27/2014,57,52,48,50,48,46,93,83,72,30.22,30.18,30.14,10,9,6,7,4,,0,4,,104,94063
1/28/2014,66,58,50,57,51,46,94,86,68,30.28,30.23,30.2,10,10,8,13,2,,0,7,,272,94063
1/29/2014,64,60,55,57,54,46,100,90,72,30.22,30.14,30.0,10,8,2,14,2,,0,8,,305,94063
1/30/2014,59,55,51,50,47,43,88,76,55,30.0,29.93,29.89,10,10,10,14,5,20.0,0,7,Rain,272,94063
1/31/2014,59,52,46,45,41,27,87,70,29,30.1,30.02,29.93,10,10,10,15,6,20.0,0,2,,290,94063
2/1/2014,57,48,39,41,37,32,87,71,41,30.18,30.12,30.09,10,10,10,10,4,,0,0,,293,94063
