Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
9/14/2013,71,65,59,57,55,53,84,75,66,29.87,29.83,29.79,10,10,10,18,6,22.0,0,4,,353,94301
9/15/2013,77,68,58,61,56,52,87,70,53,29.9,29.86,29.83,10,10,10,20,7,23.0,0,4,,338,94301
9/16/2013,80,71,61,59,57,52,90,66,42,29.92,29.88,29.83,10,10,10,22,6,25.0,0,3,,329,94301
9/17/2013,75,67,58,54,52,46,80,59,38,29.92,29.9,29.88,10,10,10,20,6,31.0,0,1,,319,94301
9/18/2013,82,69,56,56,52,48,83,58,33,29.93,29.89,29.84,10,10,10,21,6,23.0,0,0,,346,94301
9/19/2013,83,69,54,57,51,45,83,57,30,29.88,29.83,29.77,10,10,10,16,5,18.0,0,0,,349,94301
9/20/2013,77,66,55,59,55,50,86,70,54,29.9,29.86,29.81,10,10,10,16,5,20.0,0,3,,354,94301
9/21/2013,70,64,58,61,56,53,90,74,57,29.94,29.87,29.83,10,8,1,15,4,23.0,0.49,5,Rain,259,94301
9/22/2013,73,63,53,55,52,48,93,70,47,30.04,29.99,29.93,10,10,10,21,5,25.0,0.01,1,,330,94301
9/23/2013,81,68,55,60,53,50,83,61,39,30.04,30.0,29.94,10,10,10,17,5,22.0,0,0,,337,94301
9/24/2013,76,68,59,57,51,45,84,59,33,30.03,29.98,29.96,10,10,10,18,7,28.0,0,0,,303,94301
9/25/2013,70,63,56,49,45,41,72,55,37,29.97,29.92,29.86,10,10,10,20,9,26.0,0,0,,293,94301
9/26/2013,76,65,53,45,41,33,66,44,21,30.01,29.93,29.86,10,10,10,15,5,21.0,0,0,,321,94301
9/27/2013,79,65,51,49,40,34,71,45,19,30.12,30.07,30.01,10,10,10,18,3,21.0,0,0,,334,94301
9/28/2013,81,67,52,55,44,36,78,50,21,30.12,30.07,30.01,10,10,10,20,5,24.0,0,0,,334,94301
9/29/2013,76,66,55,61,55,51,87,69,50,30.13,30.1,30.07,10,10,10,16,6,20.0,0,0,,340,94301
