Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
11/19/2013,64,57,49,56,49,45,93,77,60,30.13,30.05,29.98,10,10,8,10,5,15.0,0.17,6,Rain,138,94301
11/20/2013,65,59,53,57,54,51,93,83,73,29.96,29.91,29.87,10,9,1,14,5,17.0,0.42,7,Rain,2,94301
11/21/2013,63,56,49,50,40,28,96,63,29,30.02,29.96,29.92,10,10,6,18,6,24.0,T,5,Rain,326,94301
11/22/2013,70,59,47,34,24,14,50,32,14,30.06,29.99,29.92,10,10,10,12,3,14.0,0,0,,315,94301
11/23/2013,65,53,41,41,36,30,71,50,28,30.13,30.05,29.99,10,10,10,8,1,17.0,0,0,,325,94301
11/24/2013,64,53,41,43,40,37,83,60,37,30.27,30.2,30.13,10,10,10,8,2,9.0,0,0,,343,94301
11/25/2013,65,53,41,46,41,37,86,65,44,30.35,30.29,30.27,10,10,7,9,2,20.0,0,0,,339,94301
11/26/2013,62,53,43,47,43,39,86,68,49,30.27,30.17,30.05,10,10,8,9,1,10.0,0,0,,342,94301
11/27/2013,63,54,44,47,44,40,89,70,51,30.04,29.93,29.86,10,8,5,9,1,15.0,0,0,,338,94301
11/28/2013,68,57,46,47,44,41,86,63,40,30.1,29.98,29.89,10,8,6,9,2,12.0,0,0,,338,94301
11/29/2013,68,56,43,47,42,39,86,62,37,30.24,30.16,30.11,10,10,10,9,1,10.0,0,0,,328,94301
11/30/2013,67,55,43,49,43,38,83,63,42,30.29,30.26,30.21,10,10,8,10,1,25.0,0,0,,340,94301
12/1/2013,67,54,41,47,43,39,92,68,44,30.36,30.29,30.24,10,10,8,8,1,10.0,0,0,,336,94301
12/2/2013,63,53,42,52,46,40,89,75,60,30.25,30.13,30.01,10,10,6,13,3,16.0,0,2,,320,94301
12/3/2013,56,50,43,50,39,31,83,63,43,29.99,29.94,29.88,10,10,10,17,6,22.0,0,3,,298,94301
